L->S 	 S->E 	 E->V 	 V->R 	 R->O 	 Service Time 	 FIRST TIME 	 LAST TIME 	 NAME 	 SIZE FILE 
1350439.000	680643.000	1703882.000	1017588.000	51.000	4760537.000	1528207907270169.000	1528207912030706.000	OB53.jpg	296498.000 
1306282.000	747676.000	1654974.000	975357.000	33.000	4693456.000	1528207907338309.000	1528207912031765.000	sfx_01 (242).jpg	12519.000 
1287849.000	749065.000	1656521.000	938942.000	78.000	4779156.000	1528207907362900.000	1528207912142056.000	face-19.jpg	3652.000 
1145066.000	1018414.000	1405280.000	991177.000	12.000	4730191.000	1528207907548259.000	1528207912278450.000	timms-hill-park-3.jpg	5847.000 
1013432.000	1064610.000	1356393.000	1115000.000	12.000	4587655.000	1528207907711414.000	1528207912299069.000	cit_01 (31).jpg	48300.000 
990939.000	1064577.000	1361607.000	1107328.000	12.000	4632181.000	1528207907741187.000	1528207912373368.000	lan_01 (234).jpg	87474.000 
967588.000	1071342.000	1377849.000	1155511.000	52.000	4639506.000	1528207907770184.000	1528207912409690.000	ind_01 (102).jpg	38096.000 
960666.000	1066857.000	1403107.000	1161720.000	55.000	4649499.000	1528207907797023.000	1528207912446522.000	lan_01 (112).jpg	40333.000 
939618.000	1089486.000	1631529.000	941641.000	50.000	4643808.000	1528207907833687.000	1528207912477495.000	bkg_01 (318).jpg	22982.000 
939508.000	1286274.000	1389197.000	942921.000	44.000	4628366.000	1528207907885106.000	1528207912513472.000	cld_01.jpg	29522.000 
797549.000	1295981.000	1399782.000	971588.000	9.000	4475163.000	1528207908039511.000	1528207912514674.000	fly-3.jpg	4601.000 
843633.000	1282771.000	1501934.000	821895.000	45.000	4508580.000	1528207908041051.000	1528207912549631.000	caves-5.jpg	4527.000 
848091.000	1351845.000	1439637.000	836074.000	10.000	4560566.000	1528207908055885.000	1528207912616451.000	meat-orange-plate.jpg	3731.000 
875117.000	1609116.000	1159603.000	863983.000	84.000	4915106.000	1528207908068990.000	1528207912984096.000	penguin-4.jpg	5473.000 
662057.000	1638736.000	1218098.000	1152350.000	31.000	4709230.000	1528207908293315.000	1528207913002545.000	flo_01 (297).jpg	25464.000 
529858.000	1655481.000	1227281.000	1127325.000	48.000	4563377.000	1528207908444861.000	1528207913008238.000	054_167.jpg	35994.000 
536954.000	1659729.000	1206300.000	1112818.000	78.000	4605106.000	1528207908467298.000	1528207913072404.000	face-8.jpg	3372.000 
620038.000	1644675.000	1147286.000	1153525.000	40.000	4729853.000	1528207908478237.000	1528207913208090.000	apple-1.jpg	6318.000 
550441.000	1660446.000	1175395.000	1243918.000	31.000	4653648.000	1528207908562484.000	1528207913216132.000	039_115.jpg	59166.000 
618946.000	1707438.000	1073430.000	1204280.000	6.000	4615048.000	1528207908603785.000	1528207913218833.000	tex_01 (7).jpg	53473.000 
669743.000	1701126.000	1018664.000	1165420.000	46.000	4601553.000	1528207908636777.000	1528207913238330.000	amu_01 (329).jpg	68892.000 
738779.000	1652999.000	1000818.000	1176140.000	42.000	4584233.000	1528207908657655.000	1528207913241888.000	090_109.jpg	22165.000 
720386.000	1654133.000	1000320.000	1142523.000	11.000	4624832.000	1528207908683805.000	1528207913308637.000	044_206.jpg	53451.000 
994999.000	1403992.000	1018688.000	1151201.000	43.000	4677585.000	1528207908721768.000	1528207913399353.000	bal_01 (23).jpg	47125.000 
1049256.000	1353868.000	1127636.000	1104663.000	45.000	4674726.000	1528207908744592.000	1528207913419318.000	bkg_01 (291).jpg	37205.000 
1030291.000	1359425.000	1136116.000	1109166.000	42.000	4651062.000	1528207908771068.000	1528207913422130.000	043_123.jpg	23265.000 
888402.000	1375405.000	1180949.000	1026946.000	8.000	4571610.000	1528207908924844.000	1528207913496454.000	051_169.jpg	40668.000 
744750.000	1400914.000	1176396.000	1080723.000	7.000	4413754.000	1528207909084185.000	1528207913497939.000	cld_01 (76).jpg	12263.000 
414638.000	1628702.000	946893.000	1011911.000	10.000	4166696.000	1528207909452313.000	1528207913619009.000	010_121.jpg	50732.000 
615437.000	1386111.000	980027.000	1112098.000	10.000	4178777.000	1528207909499959.000	1528207913678736.000	anb_01 (1).jpg	37293.000 
611606.000	1397385.000	974764.000	1148476.000	9.000	4182020.000	1528207909526118.000	1528207913708138.000	arc_01 (131).jpg	62354.000 
627545.000	1499013.000	855616.000	1159267.000	49.000	4206768.000	1528207909543882.000	1528207913750650.000	arc_01 (63).jpg	59144.000 
695533.000	1437033.000	848971.000	1161554.000	50.000	4287662.000	1528207909564457.000	1528207913852119.000	flo_01 (206).jpg	57324.000 
978009.000	1157255.000	897846.000	1212705.000	36.000	4303570.000	1528207909579901.000	1528207913883471.000	tex_01 (192).jpg	24149.000 
989007.000	1214872.000	1166509.000	885787.000	9.000	4731302.000	1528207909609227.000	1528207914340529.000	freemont-street.jpg	5119.000 
1003934.000	1223835.000	1140003.000	1311997.000	42.000	4761800.000	1528207909630056.000	1528207914391856.000	100_145.jpg	51175.000 
1004251.000	1203658.000	1152728.000	1362010.000	7.000	4728245.000	1528207909664059.000	1528207914392304.000	BA57.jpg	192221.000 
1043416.000	1144970.000	1176330.000	1302930.000	43.000	4714594.000	1528207909704040.000	1528207914418634.000	SP13.jpg	195571.000 
1046086.000	1172892.000	1254717.000	1182670.000	11.000	4760156.000	1528207909730602.000	1528207914490758.000	04_104.jpg	56488.000 
1172141.000	1071185.000	1227972.000	1234607.000	32.000	4756256.000	1528207909761133.000	1528207914517389.000	21_163.jpg	43756.000 
1212093.000	1016584.000	1225319.000	1237549.000	71.000	4750291.000	1528207909798827.000	1528207914549118.000	AN39.jpg	108325.000 
1230721.000	998459.000	1225758.000	1233177.000	10.000	4818377.000	1528207909821232.000	1528207914639609.000	060_199.jpg	39002.000 
1224590.000	997936.000	1253078.000	1268898.000	57.000	5400366.000	1528207909836623.000	1528207915236989.000	street-scene-9.jpg	5802.000 
1264450.000	1014943.000	1226661.000	1850122.000	8.000	5420063.000	1528207909859313.000	1528207915279376.000	063_188.jpg	40185.000 
1290093.000	1123009.000	1120247.000	1845712.000	47.000	5525384.000	1528207909860805.000	1528207915386189.000	stream-water.jpg	5399.000 
1260152.000	1131597.000	1134058.000	1935678.000	49.000	5504125.000	1528207909903352.000	1528207915407477.000	flo_01 (432).jpg	18142.000 
1276639.000	1177132.000	1076480.000	1914104.000	72.000	5574009.000	1528207909915148.000	1528207915489157.000	ocean-5.jpg	4610.000 
1309047.000	1172823.000	1086242.000	1962060.000	69.000	5619216.000	1528207909923611.000	1528207915542827.000	zumwalt-meadow-2.jpg	5000.000 
1568405.000	943512.000	1079900.000	1989527.000	47.000	5661981.000	1528207909930716.000	1528207915592697.000	67_161.jpg	48825.000 
1273663.000	976866.000	1132326.000	1913898.000	50.000	5745929.000	1528207910231792.000	1528207915977721.000	ind_01 (2).jpg	41343.000 
1291876.000	971017.000	1164580.000	2271304.000	51.000	5768369.000	1528207910246153.000	1528207916014522.000	hollywood-sign.jpg	4518.000 
1426682.000	851968.000	1177224.000	2276121.000	54.000	5806376.000	1528207910247358.000	1528207916053734.000	la-jolla-cove-10.jpg	6428.000 
1423896.000	845587.000	1200330.000	2283974.000	10.000	5798738.000	1528207910276256.000	1528207916074994.000	tokopah-waterfall.jpg	5330.000 
1130162.000	894356.000	1235011.000	2208878.000	51.000	5574941.000	1528207910587948.000	1528207916162889.000	stinging-nettles.jpg	5838.000 
1191359.000	1162747.000	898806.000	2244503.000	51.000	5602328.000	1528207910625665.000	1528207916227993.000	arc_01 (217).jpg	72209.000 
1207189.000	1136206.000	1338720.000	1871550.000	46.000	5593217.000	1528207910654820.000	1528207916248037.000	amu_01 (65).jpg	27578.000 
1124009.000	1149388.000	1362629.000	1841503.000	58.000	5526334.000	1528207910751201.000	1528207916277535.000	IMAGE007.JPG	699359.000 
1136700.000	1172408.000	1333398.000	1842277.000	12.000	5694505.000	1528207910758735.000	1528207916453240.000	flo_01 (243).jpg	34251.000 
1158891.000	1252702.000	1224972.000	1990863.000	9.000	5695759.000	1528207910793939.000	1528207916489698.000	57_125.jpg	37490.000 
825151.000	1224435.000	1254085.000	1964653.000	31.000	5388594.000	1528207911182206.000	1528207916570800.000	27_193.jpg	57530.000 
741815.000	1221960.000	1268125.000	2039079.000	7.000	5288373.000	1528207911288455.000	1528207916576828.000	wheelchair-accessable.jpg	4501.000 
726736.000	1222225.000	1268494.000	2014150.000	8.000	5271138.000	1528207911326732.000	1528207916597870.000	bkg_01 (261).jpg	50445.000 
712824.000	1249481.000	1322953.000	1956544.000	6.000	5249000.000	1528207911349343.000	1528207916598343.000	ant.jpg	4620.000 
770355.000	1223254.000	1865530.000	1352278.000	24.000	5229579.000	1528207911372870.000	1528207916602449.000	lan_01 (27).jpg	35943.000 
879064.000	1116224.000	1879265.000	1300799.000	50.000	5259615.000	1528207911399436.000	1528207916659051.000	51_166.jpg	76082.000 
886199.000	1125819.000	1951659.000	1255238.000	48.000	5316478.000	1528207911413857.000	1528207916730335.000	mis_01 (3).jpg	46542.000 
937218.000	1073466.000	1956215.000	1278416.000	16.000	5432063.000	1528207911436297.000	1528207916868360.000	P63_230.jpg	50272.000 
959857.000	1083404.000	1991891.000	1352238.000	66.000	5503650.000	1528207911449906.000	1528207916953556.000	paintball-19.jpg	5375.000 
931948.000	1077204.000	2015031.000	1368042.000	10.000	5520331.000	1528207911514701.000	1528207917035032.000	012_167.jpg	44689.000 
952760.000	1129592.000	1972995.000	1406764.000	8.000	5685698.000	1528207911533357.000	1528207917219055.000	sunrise-2.jpg	3936.000 
973395.000	1161260.000	2298257.000	1212355.000	52.000	5875409.000	1528207911540200.000	1528207917415609.000	grilled-cajon-shrimp.jpg	6522.000 
828744.000	1174354.000	2305711.000	1377904.000	47.000	5761475.000	1528207911701601.000	1528207917463076.000	052_123.jpg	38052.000 
824751.000	1197285.000	2302457.000	1375182.000	55.000	5827612.000	1528207911724953.000	1528207917552565.000	39_125.jpg	51698.000 
875641.000	1232188.000	2235107.000	1428271.000	53.000	5965255.000	1528207911740909.000	1528207917706164.000	bryce-canyon.jpg	6292.000 
1151925.000	896262.000	2278743.000	1532704.000	9.000	5890025.000	1528207911832275.000	1528207917722300.000	038_167.jpg	49900.000 
1112636.000	1336737.000	1885147.000	1475601.000	43.000	5850479.000	1528207911889947.000	1528207917740426.000	air_01 (85).jpg	16459.000 
1108570.000	1360049.000	1855625.000	1473981.000	49.000	5840836.000	1528207911920044.000	1528207917760880.000	av_01 (44).jpg	31030.000 
1124163.000	1330893.000	1870431.000	1463421.000	47.000	5833700.000	1528207911948297.000	1528207917781997.000	win_01 (5).jpg	54779.000 
1233868.000	1221586.000	2018814.000	1305326.000	10.000	5864951.000	1528207911975430.000	1528207917840381.000	amu_01 (111).jpg	36162.000 
1226684.000	1251155.000	1998314.000	1328548.000	10.000	5857443.000	1528207912009290.000	1528207917866733.000	sedona.jpg	4738.000 
1217994.000	1265189.000	2045027.000	1263516.000	9.000	5946622.000	1528207912038211.000	1528207917984833.000	bee-pollen-3.jpg	3847.000 
1224325.000	1265293.000	2053474.000	1338794.000	53.000	6104813.000	1528207912055548.000	1528207918160361.000	clams-3.jpg	5377.000 
1228532.000	1319845.000	2005761.000	1479919.000	74.000	6176696.000	1528207912087396.000	1528207918264092.000	040_123.jpg	52682.000 
1204071.000	1862638.000	1442697.000	1554218.000	51.000	6180622.000	1528207912166689.000	1528207918347311.000	arc_01 (15).jpg	48992.000 
1114034.000	1876452.000	1429736.000	1608127.000	51.000	6101162.000	1528207912285406.000	1528207918386568.000	blueberry-steak.jpg	3272.000 
1116781.000	1947942.000	1350723.000	1644240.000	10.000	6072196.000	1528207912317145.000	1528207918389341.000	computer-jon.jpg	3413.000 
1031520.000	1953578.000	1334122.000	1626244.000	52.000	6030219.000	1528207912419011.000	1528207918449230.000	13_142.jpg	53786.000 
1044739.000	1988710.000	1378547.000	1553139.000	50.000	6049750.000	1528207912451936.000	1528207918501686.000	und_01 (265).jpg	47976.000 
1044920.000	2011190.000	1410082.000	1529820.000	46.000	6042847.000	1528207912482773.000	1528207918525620.000	und_01 (141).jpg	59392.000 
1075064.000	1970009.000	1441592.000	1466948.000	15.000	6015329.000	1528207912544004.000	1528207918559333.000	FO54.jpg	179014.000 
1110574.000	2295637.000	1240725.000	1324831.000	10.000	5997755.000	1528207912568233.000	1528207918565988.000	36_214.jpg	20016.000 
1114566.000	2302298.000	1400467.000	1107004.000	63.000	6240569.000	1528207912593622.000	1528207918834191.000	tex_01 (69).jpg	101128.000 
1125114.000	2300056.000	1408649.000	1364393.000	8.000	6213188.000	1528207912625576.000	1528207918838764.000	041_155.jpg	24302.000 
1213813.000	2232837.000	1463955.000	1276853.000	6.000	6203747.000	1528207912638471.000	1528207918842218.000	mountain-39.jpg	3296.000 
883284.000	2276462.000	1542627.000	1126049.000	8.000	5866447.000	1528207913000230.000	1528207918866677.000	044_135.jpg	23056.000 
1171404.000	1882047.000	1493616.000	1126038.000	8.000	5705176.000	1528207913170453.000	1528207918875629.000	053_118.jpg	46933.000 
1196918.000	1852813.000	1491896.000	1092716.000	53.000	5790910.000	1528207913194997.000	1528207918985907.000	076_126.jpg	60045.000 
1172218.000	1867591.000	1504643.000	1151220.000	53.000	6024211.000	1528207913234381.000	1528207919258592.000	FO49.jpg	248452.000 
1167774.000	2015709.000	1378700.000	1401070.000	55.000	6051893.000	1528207913267492.000	1528207919319385.000	105_121.jpg	48198.000 
1189745.000	1995255.000	1367121.000	1431514.000	65.000	6068899.000	1528207913301079.000	1528207919369978.000	mis_01 (27).jpg	49143.000 
1192318.000	2041857.000	1316360.000	1464834.000	9.000	6047822.000	1528207913332747.000	1528207919380569.000	31_112.jpg	42657.000 
1194999.000	2049057.000	1380977.000	1377022.000	10.000	6047570.000	1528207913354118.000	1528207919401688.000	tex_01 (2).jpg	108698.000 
1259937.000	2002854.000	1513628.000	1215346.000	48.000	6058001.000	1528207913379735.000	1528207919437736.000	can_01 (16).jpg	60037.000 
1845492.000	1438663.000	1582931.000	1133048.000	50.000	6242718.000	1528207913392217.000	1528207919634935.000	food-5.jpg	5011.000 
1877913.000	1427109.000	1636764.000	1267554.000	45.000	6270373.000	1528207913401527.000	1528207919671900.000	san-francisco.jpg	4504.000 
1951409.000	1347460.000	1646757.000	1272842.000	536.000	6277946.000	1528207913436293.000	1528207919714239.000	orange-6.jpg	4172.000 
1951023.000	1331604.000	1656043.000	1301393.000	8.000	6297101.000	1528207913456540.000	1528207919753641.000	meadow-4.jpg	4219.000 
1972010.000	1376285.000	1580218.000	1291147.000	11.000	6263998.000	1528207913517209.000	1528207919781207.000	can_01 (20).jpg	32194.000 
1990952.000	1411014.000	1545336.000	1264555.000	9.000	6241228.000	1528207913551938.000	1528207919793166.000	55_176.jpg	52736.000 
1960646.000	1437778.000	1489885.000	1233237.000	47.000	6243373.000	1528207913632187.000	1528207919875560.000	boats-4.jpg	3766.000 
2268537.000	1238165.000	1340125.000	1276662.000	48.000	6273544.000	1528207913709278.000	1528207919982822.000	AN38.jpg	159443.000 
2289923.000	1398170.000	1182551.000	1370007.000	9.000	6276457.000	1528207913724694.000	1528207920001151.000	lough-gur.jpg	2944.000 
2301041.000	1406828.000	1369338.000	1141112.000	62.000	6302623.000	1528207913752754.000	1528207920055377.000	imperial-beach.jpg	4613.000 
2205150.000	1460736.000	1306855.000	1180900.000	75.000	6220204.000	1528207913882756.000	1528207920102960.000	037_135.jpg	48650.000 
2259165.000	1540035.000	1167589.000	1220841.000	47.000	6204778.000	1528207913903766.000	1528207920108544.000	flo_01 (80).jpg	89489.000 
1862150.000	1491113.000	1159189.000	1206125.000	49.000	5857167.000	1528207914365888.000	1528207920223055.000	FL27.jpg	155066.000 
1836878.000	1489889.000	1161125.000	1304025.000	8.000	5844453.000	1528207914411217.000	1528207920255670.000	065_199.jpg	18716.000 
1854169.000	1501728.000	1202345.000	1239280.000	44.000	5911923.000	1528207914423427.000	1528207920335350.000	studios-globe.jpg	5372.000 
2007794.000	1375673.000	1423328.000	1050220.000	47.000	5941651.000	1528207914447003.000	1528207920388654.000	av_01 (39).jpg	21870.000 
1989682.000	1364805.000	1461200.000	1057288.000	10.000	5949278.000	1528207914500041.000	1528207920449319.000	cd-3.jpg	2594.000 
2032470.000	1313733.000	1481451.000	1054467.000	7.000	5977418.000	1528207914538376.000	1528207920515794.000	P73_230.jpg	49962.000 
2036824.000	1378934.000	1409308.000	1104021.000	9.000	5965215.000	1528207914566476.000	1528207920531691.000	mirror-lake-4.jpg	2025.000 
1995188.000	1511138.000	1250735.000	1105776.000	12.000	5911178.000	1528207914650918.000	1528207920562096.000	61_131.jpg	45039.000 
1338202.000	1580443.000	1173008.000	1100645.000	9.000	5246608.000	1528207915342249.000	1528207920588857.000	amu_01 (125).jpg	32498.000 
1064179.000	1633859.000	1286887.000	919387.000	54.000	5221157.000	1528207915645684.000	1528207920866841.000	fw_01 (34).jpg	49294.000 
1067844.000	1643670.000	1284575.000	1157562.000	54.000	5380860.000	1528207915671320.000	1528207921052180.000	041_167.jpg	62063.000 
1050568.000	1653178.000	1313914.000	1316467.000	46.000	5368717.000	1528207915692361.000	1528207921061078.000	ireland-70.jpg	2858.000 
1158022.000	1577019.000	1303672.000	1269574.000	53.000	5443079.000	1528207915710395.000	1528207921153474.000	90_136.jpg	50227.000 
1237005.000	1542797.000	1287554.000	1348783.000	39.000	5442336.000	1528207915719900.000	1528207921162236.000	tree.jpg	3043.000 
1295121.000	1486004.000	1278358.000	1315156.000	8.000	5472231.000	1528207915739937.000	1528207921212168.000	bkg_01 (98).jpg	118940.000 
1221264.000	1337313.000	1314842.000	1292478.000	31.000	5365849.000	1528207915997860.000	1528207921363709.000	092_199.jpg	41534.000 
1386749.000	1179734.000	1383147.000	1348047.000	58.000	5446090.000	1528207916028906.000	1528207921474996.000	011_144.jpg	49108.000 
1378923.000	1365516.000	1180816.000	1444610.000	10.000	5407150.000	1528207916085943.000	1528207921493093.000	beach-2.jpg	4544.000 
